id,label
359,airplane
360,deer
361,horse
362,bird
363,airplane
364,airplane
365,frog
366,frog
367,cat
368,cat
369,ship
370,cat
371,frog
372,bird
373,horse
374,airplane
375,truck
376,airplane
377,cat
378,frog
379,automobile
380,dog
381,truck
382,airplane
383,airplane
384,bird
385,deer
386,cat
387,ship
388,dog
389,cat
390,bird
391,frog
392,frog
393,bird
394,deer
395,frog
396,airplane
397,frog
398,deer
399,dog
400,deer
401,automobile
402,truck
403,deer
404,truck
405,cat
406,airplane
407,automobile
408,truck
409,bird
410,bird
411,horse
412,cat
413,frog
414,airplane
415,automobile
416,frog
417,cat
418,deer
419,bird
420,bird
421,frog
422,frog
423,ship
424,deer
425,cat
426,airplane
427,cat
428,cat
429,truck
430,cat
431,bird
432,bird
433,bird
434,airplane
435,truck
436,deer
437,automobile
438,truck
439,automobile
440,cat
441,automobile
442,airplane
443,horse
444,frog
445,ship
446,dog
447,horse
448,truck
449,airplane
450,airplane
451,cat
452,frog
453,airplane
454,airplane
455,dog
456,airplane
457,cat
458,cat
459,bird
460,truck
461,cat
462,automobile
463,horse
464,cat
465,ship
466,cat
467,deer
468,bird
469,cat
470,deer
471,horse
472,ship
473,bird
474,airplane
475,bird
476,dog
477,automobile
478,horse
479,frog
480,cat
481,frog
482,ship
483,bird
484,automobile
485,dog
486,cat
487,cat
488,horse
489,ship
490,cat
491,cat
492,cat
493,frog
494,cat
495,automobile
496,horse
497,ship
498,cat
499,frog
500,airplane
501,ship
502,dog
503,bird
504,cat
505,cat
506,dog
507,cat
508,automobile
509,dog
510,cat
511,cat
512,automobile
513,frog
514,deer
515,bird
516,frog
517,cat
518,ship
519,ship
520,automobile
521,cat
522,dog
523,cat
524,truck
525,cat
526,deer
527,airplane
528,dog
529,frog
530,airplane
531,cat
532,frog
533,bird
534,dog
535,deer
536,bird
537,airplane
538,truck
539,truck
540,truck
541,truck
542,cat
543,bird
544,cat
545,cat
546,deer
547,bird
548,horse
549,dog
550,horse
551,deer
552,cat
553,horse
554,cat
555,frog
556,deer
557,cat
558,ship
559,frog
560,cat
561,automobile
562,bird
563,frog
564,cat
565,cat
566,horse
567,bird
568,cat
569,cat
570,horse
571,ship
572,cat
573,bird
574,ship
575,deer
576,cat
577,cat
578,frog
579,ship
580,frog
581,bird
582,frog
583,frog
584,deer
585,cat
586,frog
587,deer
588,airplane
589,airplane
590,deer
591,horse
592,deer
593,truck
594,horse
595,frog
596,bird
597,bird
598,cat
599,cat
600,bird
601,cat
602,truck
603,cat
604,cat
605,truck
606,ship
607,bird
608,cat
609,horse
610,truck
611,deer
612,airplane
613,automobile
614,ship
615,cat
616,deer
617,automobile
618,deer
619,horse
620,frog
621,frog
622,cat
623,cat
624,ship
625,cat
626,airplane
627,ship
628,horse
629,horse
630,dog
631,airplane
632,deer
633,cat
634,horse
635,horse
636,ship
637,cat
638,frog
639,airplane
640,bird
641,frog
642,cat
643,deer
644,cat
645,deer
646,automobile
647,truck
648,cat
649,frog
650,airplane
651,cat
652,truck
653,dog
654,cat
655,deer
656,cat
657,cat
658,truck
659,deer
660,frog
661,frog
662,ship
663,ship
664,airplane
665,automobile
666,ship
667,dog
668,automobile
669,frog
670,ship
671,cat
672,bird
673,cat
674,airplane
675,horse
676,cat
677,dog
678,automobile
679,dog
680,cat
681,cat
682,deer
683,airplane
684,horse
685,deer
686,ship
687,cat
688,bird
689,deer
690,bird
691,cat
692,airplane
693,airplane
694,bird
695,automobile
696,truck
697,cat
698,ship
699,automobile
700,frog
701,truck
702,cat
703,truck
704,dog
705,cat
706,cat
707,frog
708,horse
709,bird
710,deer
711,frog
712,automobile
713,bird
714,deer
715,automobile
716,ship
717,deer
718,dog
719,dog
720,dog
721,truck
722,deer
723,cat
724,dog
725,bird
726,dog
727,dog
728,deer
729,cat
730,deer
731,truck
732,cat
733,truck
734,bird
735,cat
736,automobile
737,frog
738,horse
739,cat
740,bird
741,bird
742,cat
743,airplane
744,cat
745,bird
746,deer
747,bird
748,cat
749,dog
750,bird
751,automobile
752,cat
753,deer
754,ship
755,ship
756,automobile
757,dog
758,cat
759,cat
760,automobile
761,frog
762,cat
763,cat
764,dog
765,airplane
766,ship
767,deer
768,deer
769,bird
770,ship
771,airplane
772,horse
773,dog
774,cat
775,deer
776,ship
777,airplane
778,dog
779,deer
780,horse
781,truck
782,deer
783,automobile
784,bird
785,cat
786,bird
787,cat
788,bird
789,bird
790,airplane
791,bird
792,dog
793,cat
794,cat
795,cat
796,airplane
797,bird
798,frog
799,deer
800,airplane
801,frog
802,deer
803,deer
804,truck
805,cat
806,automobile
807,frog
808,cat
809,bird
810,cat
811,truck
812,horse
813,cat
814,bird
815,dog
816,cat
817,frog
818,cat
819,cat
820,deer
821,dog
822,deer
823,bird
824,airplane
825,airplane
826,airplane
827,bird
828,cat
829,cat
830,airplane
831,automobile
832,cat
833,cat
834,ship
835,truck
836,bird
837,truck
838,cat
839,dog
840,airplane
841,horse
842,deer
843,dog
844,automobile
845,dog
846,cat
847,horse
848,cat
849,automobile
850,horse
851,ship
852,dog
853,deer
854,ship
855,dog
856,frog
857,ship
858,bird
859,dog
860,bird
861,automobile
862,automobile
863,dog
864,airplane
865,cat
866,dog
867,deer
868,dog
869,airplane
870,frog
871,deer
872,horse
873,frog
874,bird
875,truck
876,cat
877,cat
878,airplane
879,frog
880,ship
881,deer
882,frog
883,deer
884,cat
885,bird
886,frog
887,cat
888,dog
889,horse
890,dog
891,bird
892,frog
893,cat
894,automobile
895,ship
896,frog
897,cat
898,deer
899,cat
900,deer
901,cat
902,truck
903,cat
904,truck
905,cat
906,bird
907,frog
908,bird
909,airplane
910,bird
911,dog
912,frog
913,deer
914,cat
915,truck
916,ship
917,bird
918,cat
919,cat
920,dog
921,cat
922,frog
923,ship
924,automobile
925,deer
926,cat
927,cat
928,bird
929,frog
930,truck
931,deer
932,bird
933,cat
934,horse
935,horse
936,ship
937,frog
938,automobile
939,automobile
940,airplane
941,airplane
942,truck
943,truck
944,dog
945,horse
946,cat
947,cat
948,truck
949,truck
950,deer
951,bird
952,bird
953,cat
954,cat
955,truck
956,truck
957,bird
958,deer
959,automobile
960,airplane
961,frog
962,frog
963,deer
964,truck
965,cat
966,cat
967,frog
968,frog
969,automobile
970,truck
971,airplane
972,ship
973,bird
974,frog
975,frog
976,deer
977,ship
978,frog
979,cat
980,cat
981,cat
982,cat
983,ship
984,deer
985,deer
986,bird
987,horse
988,cat
989,cat
990,cat
991,truck
992,ship
993,bird
994,automobile
995,deer
996,cat
997,truck
998,ship
999,horse
1000,deer
1001,cat
1002,ship
1003,cat
1004,airplane
1005,frog
1006,cat
1007,ship
1008,automobile
1009,automobile
1010,horse
1011,dog
1012,deer
1013,automobile
1014,airplane
1015,frog
1016,horse
1017,ship
1018,bird
1019,cat
1020,truck
1021,cat
1022,frog
1023,cat
1024,automobile
1025,deer
1026,horse
1027,cat
1028,bird
1029,dog
1030,deer
1031,horse
1032,bird
1033,deer
1034,cat
1035,bird
1036,horse
1037,deer
1038,truck
1039,dog
1040,airplane
1041,horse
1042,dog
1043,dog
1044,bird
1045,cat
1046,airplane
1047,cat
1048,horse
1049,deer
1050,cat
1051,dog
1052,cat
1053,dog
1054,frog
1055,bird
1056,cat
1057,deer
1058,bird
1059,bird
1060,horse
1061,cat
1062,bird
1063,truck
1064,automobile
1065,cat
1066,ship
1067,dog
1068,horse
1069,airplane
1070,horse
1071,cat
1072,deer
1073,horse
1074,cat
1075,cat
1076,truck
1077,bird
1078,frog
1079,truck
1080,dog
1081,deer
1082,dog
1083,deer
1084,ship
1085,ship
1086,bird
1087,horse
1088,cat
1089,bird
1090,deer
1091,truck
1092,ship
1093,truck
1094,cat
1095,bird
1096,truck
1097,cat
1098,cat
1099,bird
1100,truck
1101,dog
1102,airplane
1103,cat
1104,airplane
1105,truck
1106,cat
1107,airplane
1108,deer
1109,truck
1110,frog
1111,bird
1112,horse
1113,ship
1114,bird
1115,deer
1116,cat
1117,truck
1118,deer
1119,airplane
1120,cat
1121,truck
1122,dog
1123,cat
1124,ship
1125,horse
1126,ship
1127,cat
1128,frog
1129,truck
1130,cat
1131,cat
1132,deer
1133,frog
1134,cat
1135,ship
1136,cat
1137,frog
1138,ship
1139,horse
1140,horse
1141,frog
1142,cat
1143,horse
1144,airplane
1145,frog
1146,deer
1147,automobile
1148,frog
1149,cat
1150,bird
1151,cat
1152,ship
1153,bird
1154,bird
1155,horse
1156,cat
1157,dog
1158,automobile
1159,airplane
1160,frog
1161,dog
1162,ship
1163,airplane
1164,cat
1165,cat
1166,airplane
1167,truck
1168,automobile
1169,bird
1170,cat
1171,cat
1172,truck
1173,ship
1174,deer
1175,cat
1176,deer
1177,deer
1178,cat
1179,dog
1180,deer
1181,frog
1182,deer
1183,automobile
1184,deer
1185,cat
1186,dog
1187,dog
1188,cat
1189,bird
1190,cat
1191,cat
1192,truck
1193,truck
1194,deer
1195,ship
1196,ship
1197,horse
1198,deer
1199,frog
1200,dog
1201,truck
1202,bird
1203,cat
1204,bird
1205,cat
1206,dog
1207,dog
1208,deer
1209,horse
1210,frog
1211,frog
1212,truck
1213,cat
1214,truck
1215,ship
1216,frog
1217,airplane
1218,cat
1219,bird
1220,dog
1221,deer
1222,ship
1223,cat
1224,cat
1225,cat
1226,automobile
1227,automobile
1228,bird
1229,automobile
1230,bird
1231,horse
1232,cat
1233,deer
1234,cat
1235,automobile
1236,deer
1237,horse
1238,dog
1239,cat
1240,cat
1241,cat
1242,deer
1243,ship
1244,cat
1245,truck
1246,cat
1247,horse
1248,bird
1249,horse
1250,airplane
1251,automobile
1252,deer
1253,airplane
1254,ship
1255,airplane
1256,dog
1257,bird
1258,deer
1259,ship
1260,automobile
1261,cat
1262,bird
1263,cat
1264,bird
1265,bird
1266,cat
1267,cat
1268,cat
1269,cat
1270,dog
1271,cat
1272,cat
1273,cat
1274,cat
1275,dog
1276,deer
1277,deer
1278,horse
1279,ship
1280,frog
1281,cat
1282,ship
1283,cat
1284,deer
1285,truck
1286,bird
1287,deer
1288,horse
1289,cat
1290,frog
1291,automobile
1292,cat
1293,truck
1294,automobile
1295,truck
1296,deer
1297,cat
1298,deer
1299,airplane
1300,cat
1301,automobile
1302,airplane
1303,deer
1304,bird
1305,horse
1306,bird
1307,deer
1308,cat
1309,airplane
1310,frog
1311,truck
1312,cat
1313,truck
1314,frog
1315,deer
1316,automobile
1317,cat
1318,truck
1319,horse
1320,cat
1321,cat
1322,frog
1323,airplane
1324,cat
1325,horse
1326,bird
1327,cat
1328,automobile
1329,ship
1330,ship
1331,automobile
1332,ship
1333,dog
1334,truck
1335,dog
1336,cat
1337,cat
1338,deer
1339,automobile
1340,horse
1341,automobile
1342,cat
1343,cat
1344,airplane
1345,truck
1346,cat
1347,deer
1348,airplane
1349,horse
1350,frog
1351,horse
1352,dog
1353,bird
1354,bird
1355,deer
1356,truck
1357,horse
1358,cat
1359,dog
1360,dog
1361,automobile
1362,frog
1363,deer
1364,cat
1365,deer
1366,airplane
1367,horse
1368,airplane
1369,frog
1370,automobile
1371,cat
1372,bird
1373,cat
1374,dog
1375,cat
1376,frog
1377,bird
1378,horse
1379,dog
1380,frog
1381,dog
1382,truck
1383,ship
1384,cat
1385,truck
1386,deer
1387,cat
1388,bird
1389,bird
1390,dog
1391,bird
1392,cat
1393,cat
1394,ship
1395,deer
1396,horse
1397,deer
1398,truck
1399,airplane
1400,airplane
1401,truck
1402,ship
1403,deer
1404,automobile
1405,cat
1406,dog
1407,cat
1408,cat
1409,deer
1410,cat
1411,deer
1412,truck
1413,truck
1414,cat
1415,cat
1416,dog
1417,ship
1418,cat
1419,horse
1420,bird
1421,truck
1422,ship
1423,frog
1424,cat
1425,airplane
1426,bird
1427,dog
1428,cat
1429,bird
1430,cat
1431,bird
1432,automobile
1433,cat
1434,deer
1435,automobile
1436,cat
1437,frog
1438,horse
1439,cat
1440,dog
1441,truck
1442,cat
1443,deer
1444,deer
1445,automobile
1446,dog
1447,cat
1448,cat
1449,deer
1450,cat
1451,airplane
1452,deer
1453,frog
1454,deer
1455,frog
1456,cat
1457,deer
1458,horse
1459,ship
1460,airplane
1461,deer
1462,ship
1463,cat
1464,dog
1465,bird
1466,airplane
1467,truck
1468,deer
1469,cat
1470,cat
1471,cat
1472,bird
1473,frog
1474,frog
1475,dog
1476,horse
1477,cat
1478,truck
1479,truck
1480,deer
1481,cat
1482,dog
1483,airplane
1484,ship
1485,cat
1486,horse
1487,bird
1488,cat
1489,horse
1490,horse
1491,airplane
1492,dog
1493,airplane
1494,horse
1495,cat
1496,airplane
1497,dog
1498,airplane
1499,ship
1500,truck
1501,truck
1502,deer
1503,ship
1504,truck
1505,horse
1506,bird
1507,airplane
1508,bird
1509,deer
1510,cat
1511,automobile
1512,bird
1513,deer
1514,airplane
1515,deer
1516,frog
1517,automobile
1518,airplane
1519,bird
1520,airplane
1521,cat
1522,ship
1523,ship
1524,frog
1525,truck
1526,cat
1527,cat
1528,bird
1529,bird
1530,bird
1531,automobile
1532,ship
1533,cat
1534,frog
1535,deer
1536,ship
1537,frog
1538,deer
1539,ship
1540,truck
1541,ship
1542,frog
1543,ship
1544,deer
1545,truck
1546,cat
1547,bird
1548,cat
1549,deer
1550,deer
1551,dog
1552,truck
1553,automobile
1554,cat
1555,bird
1556,cat
1557,bird
1558,dog
1559,bird
1560,deer
1561,deer
1562,cat
1563,dog
1564,bird
1565,horse
1566,cat
1567,deer
1568,cat
1569,dog
1570,frog
1571,cat
1572,cat
1573,automobile
1574,deer
1575,cat
1576,ship
1577,truck
1578,frog
1579,automobile
1580,cat
1581,deer
1582,automobile
1583,ship
1584,deer
1585,bird
1586,cat
1587,airplane
1588,cat
1589,deer
1590,airplane
1591,deer
1592,dog
1593,bird
1594,bird
1595,dog
1596,automobile
1597,deer
1598,cat
1599,cat
1600,airplane
1601,deer
1602,truck
1603,dog
1604,cat
1605,cat
1606,horse
1607,ship
1608,horse
1609,cat
1610,frog
1611,cat
1612,truck
1613,dog
1614,truck
1615,bird
1616,airplane
1617,airplane
1618,bird
1619,horse
1620,truck
1621,dog
1622,cat
1623,airplane
1624,automobile
1625,truck
1626,cat
1627,horse
1628,frog
1629,cat
1630,dog
1631,automobile
1632,airplane
1633,airplane
1634,deer
1635,truck
1636,cat
1637,truck
1638,bird
1639,frog
1640,airplane
1641,automobile
1642,truck
1643,cat
1644,horse
1645,automobile
1646,dog
1647,truck
1648,automobile
1649,cat
1650,automobile
1651,dog
1652,truck
1653,bird
1654,cat
1655,automobile
1656,bird
1657,automobile
1658,frog
1659,airplane
1660,deer
1661,bird
1662,cat
1663,horse
1664,ship
1665,cat
1666,cat
1667,airplane
1668,ship
1669,cat
1670,cat
1671,truck
1672,frog
1673,cat
1674,cat
1675,truck
1676,truck
1677,frog
1678,deer
1679,deer
1680,cat
1681,cat
1682,ship
1683,truck
1684,deer
1685,frog
1686,cat
1687,airplane
1688,airplane
1689,cat
1690,automobile
1691,frog
1692,frog
1693,frog
1694,cat
1695,frog
1696,cat
1697,ship
1698,automobile
1699,ship
1700,cat
1701,dog
1702,airplane
1703,airplane
1704,dog
1705,cat
1706,bird
1707,truck
1708,dog
1709,deer
1710,truck
1711,horse
1712,deer
1713,dog
1714,frog
1715,bird
1716,deer
1717,bird
1718,horse
1719,cat
1720,cat
1721,frog
1722,cat
1723,cat
1724,cat
1725,frog
1726,deer
1727,cat
1728,cat
1729,ship
1730,deer
1731,truck
1732,truck
1733,horse
1734,ship
1735,cat
1736,truck
1737,cat
1738,bird
1739,bird
1740,bird
1741,ship
1742,ship
1743,frog
1744,cat
1745,airplane
1746,automobile
1747,frog
1748,dog
1749,bird
1750,cat
1751,automobile
1752,airplane
1753,cat
1754,truck
1755,cat
1756,dog
1757,truck
1758,truck
1759,deer
1760,cat
1761,cat
1762,ship
1763,airplane
1764,cat
1765,frog
1766,airplane
1767,cat
1768,truck
1769,airplane
1770,cat
1771,cat
1772,dog
1773,deer
1774,cat
1775,bird
1776,cat
1777,cat
1778,ship
1779,truck
1780,dog
1781,truck
1782,bird
1783,cat
1784,bird
1785,cat
1786,automobile
1787,truck
1788,cat
1789,airplane
1790,cat
1791,dog
1792,truck
1793,cat
1794,frog
1795,deer
1796,cat
1797,bird
1798,bird
1799,dog
1800,automobile
1801,bird
1802,cat
1803,bird
1804,bird
1805,cat
1806,bird
1807,cat
1808,truck
1809,truck
1810,bird
1811,airplane
1812,horse
1813,horse
1814,horse
1815,deer
1816,cat
1817,cat
1818,airplane
1819,ship
1820,dog
1821,horse
1822,deer
1823,bird
1824,deer
1825,dog
1826,bird
1827,cat
1828,bird
1829,bird
1830,automobile
1831,truck
1832,airplane
1833,airplane
1834,truck
1835,cat
1836,dog
1837,airplane
1838,deer
1839,bird
1840,frog
1841,deer
1842,deer
1843,cat
1844,horse
1845,deer
1846,bird
1847,horse
1848,airplane
1849,bird
1850,bird
1851,cat
1852,frog
1853,automobile
1854,ship
1855,cat
1856,cat
1857,frog
1858,horse
1859,cat
1860,cat
1861,horse
1862,airplane
1863,cat
1864,cat
1865,cat
1866,cat
1867,deer
1868,cat
1869,dog
1870,dog
1871,airplane
1872,deer
1873,deer
1874,airplane
1875,bird
1876,cat
1877,ship
1878,cat
1879,dog
1880,dog
1881,cat
1882,cat
1883,bird
1884,frog
1885,cat
1886,bird
1887,automobile
1888,bird
1889,horse
1890,cat
1891,deer
1892,automobile
1893,automobile
1894,cat
1895,airplane
1896,airplane
1897,airplane
1898,deer
1899,automobile
1900,cat
1901,frog
1902,horse
1903,airplane
1904,ship
1905,deer
1906,cat
1907,cat
1908,dog
1909,truck
1910,truck
1911,ship
1912,dog
1913,automobile
1914,cat
1915,truck
1916,bird
1917,cat
1918,bird
1919,ship
1920,cat
1921,deer
1922,ship
1923,automobile
1924,frog
1925,frog
1926,ship
1927,cat
1928,bird
1929,bird
1930,deer
1931,ship
1932,airplane
1933,truck
1934,horse
1935,truck
1936,frog
1937,ship
1938,horse
1939,truck
1940,cat
1941,dog
1942,ship
1943,frog
1944,horse
1945,cat
1946,cat
1947,ship
1948,airplane
1949,frog
1950,dog
1951,cat
1952,deer
1953,cat
1954,deer
1955,horse
1956,cat
1957,cat
1958,cat
1959,cat
1960,airplane
1961,truck
1962,deer
1963,bird
1964,deer
1965,truck
1966,deer
1967,automobile
1968,truck
1969,cat
1970,cat
1971,truck
1972,cat
1973,dog
1974,ship
1975,cat
1976,cat
1977,cat
1978,ship
1979,frog
1980,airplane
1981,truck
1982,dog
1983,truck
1984,airplane
1985,deer
1986,frog
1987,cat
1988,cat
1989,bird
1990,bird
1991,cat
1992,cat
1993,cat
1994,truck
1995,cat
1996,truck
1997,ship
1998,bird
1999,frog
2000,truck
2001,cat
2002,deer
2003,truck
2004,bird
2005,dog
2006,horse
2007,ship
2008,deer
2009,dog
2010,automobile
2011,deer
2012,bird
2013,horse
2014,airplane
2015,frog
2016,dog
2017,cat
2018,deer
2019,cat
2020,airplane
2021,airplane
2022,cat
2023,deer
2024,horse
2025,ship
2026,truck
2027,bird
2028,cat
2029,airplane
2030,deer
2031,deer
2032,ship
2033,bird
2034,deer
2035,deer
2036,ship
2037,horse
2038,dog
2039,frog
2040,bird
2041,airplane
2042,deer
2043,deer
2044,cat
2045,deer
2046,deer
2047,bird
2048,dog
2049,cat
2050,cat
2051,cat
2052,bird
2053,cat
2054,cat
2055,bird
2056,airplane
2057,automobile
2058,deer
2059,bird
2060,airplane
2061,airplane
2062,frog
2063,cat
2064,frog
2065,cat
2066,truck
2067,frog
2068,truck
2069,deer
2070,dog
2071,dog
2072,cat
2073,bird
2074,frog
2075,frog
2076,airplane
2077,ship
2078,airplane
2079,automobile
2080,airplane
2081,truck
2082,airplane
2083,cat
2084,airplane
2085,dog
2086,horse
2087,cat
2088,dog
2089,truck
2090,cat
2091,bird
2092,bird
2093,cat
2094,ship
2095,deer
2096,cat
2097,cat
2098,deer
2099,cat
2100,airplane
2101,cat
2102,ship
2103,automobile
2104,dog
2105,airplane
2106,ship
2107,airplane
2108,airplane
2109,automobile
2110,frog
2111,deer
2112,dog
2113,frog
2114,automobile
2115,truck
2116,frog
2117,frog
2118,frog
2119,ship
2120,cat
2121,horse
2122,automobile
2123,deer
2124,dog
2125,truck
2126,deer
2127,ship
2128,ship
2129,ship
2130,horse
2131,ship
2132,horse
2133,dog
2134,truck
2135,airplane
2136,cat
2137,deer
2138,cat
2139,bird
2140,horse
2141,frog
2142,bird
2143,dog
2144,bird
2145,bird
2146,airplane
2147,bird
2148,cat
2149,deer
2150,dog
2151,truck
2152,cat
2153,automobile
2154,airplane
2155,ship
2156,horse
2157,horse
2158,airplane
2159,truck
2160,cat
2161,frog
2162,automobile
2163,ship
2164,automobile
2165,frog
2166,frog
2167,frog
2168,cat
2169,airplane
2170,dog
2171,ship
2172,horse
2173,bird
2174,airplane
2175,bird
2176,cat
2177,cat
2178,dog
2179,truck
2180,dog
2181,frog
2182,deer
2183,deer
2184,ship
2185,bird
2186,automobile
2187,bird
2188,truck
2189,cat
2190,frog
2191,cat
2192,frog
2193,bird
2194,automobile
2195,dog
2196,ship
2197,cat
2198,deer
2199,airplane
2200,cat
2201,deer
2202,bird
2203,horse
2204,cat
2205,horse
2206,horse
2207,cat
2208,cat
2209,airplane
2210,bird
2211,cat
2212,airplane
2213,cat
2214,ship
2215,truck
2216,ship
2217,ship
2218,cat
2219,cat
2220,truck
2221,truck
2222,automobile
2223,airplane
2224,cat
2225,frog
2226,automobile
2227,airplane
2228,cat
2229,bird
2230,deer
2231,cat
2232,cat
2233,ship
2234,airplane
2235,bird
2236,airplane
2237,cat
2238,dog
2239,ship
2240,horse
2241,airplane
2242,truck
2243,automobile
2244,horse
2245,cat
2246,bird
2247,cat
2248,airplane
2249,cat
2250,deer
2251,bird
2252,horse
2253,bird
2254,bird
2255,truck
2256,ship
2257,ship
2258,cat
2259,ship
2260,frog
2261,airplane
2262,truck
2263,horse
2264,deer
2265,bird
2266,bird
2267,cat
2268,dog
2269,horse
2270,frog
2271,airplane
2272,ship
2273,automobile
2274,cat
2275,horse
2276,horse
2277,truck
2278,ship
2279,ship
2280,horse
2281,cat
2282,bird
2283,deer
2284,cat
2285,frog
2286,ship
2287,truck
2288,bird
2289,frog
2290,frog
2291,dog
2292,cat
2293,ship
2294,truck
2295,bird
2296,dog
2297,bird
2298,airplane
2299,airplane
2300,cat
2301,frog
2302,horse
2303,deer
2304,ship
2305,airplane
2306,airplane
2307,cat
2308,cat
2309,bird
2310,cat
2311,truck
2312,automobile
2313,dog
2314,cat
2315,truck
2316,cat
2317,bird
2318,ship
2319,deer
2320,airplane
2321,cat
2322,deer
2323,frog
2324,frog
2325,cat
2326,deer
2327,cat
2328,frog
2329,truck
2330,deer
2331,cat
2332,automobile
2333,bird
2334,cat
2335,bird
2336,cat
2337,deer
2338,cat
2339,airplane
2340,cat
2341,bird
2342,deer
2343,truck
2344,truck
2345,airplane
2346,cat
2347,frog
2348,deer
2349,cat
2350,cat
2351,deer
2352,frog
2353,horse
2354,bird
2355,bird
2356,ship
2357,horse
2358,cat
2359,bird
2360,airplane
2361,ship
2362,frog
2363,truck
2364,frog
2365,airplane
2366,truck
2367,bird
2368,ship
2369,truck
2370,ship
2371,horse
2372,horse
2373,cat
2374,deer
2375,airplane
2376,frog
2377,automobile
2378,ship
2379,cat
2380,automobile
2381,truck
2382,dog
2383,truck
2384,airplane
2385,cat
2386,bird
2387,deer
2388,truck
2389,bird
2390,deer
2391,cat
2392,automobile
2393,truck
2394,cat
2395,deer
2396,dog
2397,bird
2398,deer
2399,deer
2400,ship
2401,automobile
2402,cat
2403,cat
2404,cat
2405,deer
2406,cat
2407,cat
2408,truck
2409,ship
2410,frog
2411,cat
2412,bird
2413,cat
2414,dog
2415,deer
2416,truck
2417,bird
2418,frog
2419,cat
2420,cat
2421,deer
2422,deer
2423,horse
2424,dog
2425,cat
2426,ship
2427,deer
2428,cat
2429,truck
2430,deer
2431,cat
2432,cat
2433,cat
2434,horse
2435,cat
2436,dog
2437,automobile
